Probe	UNQ	Reference	Name	Description	Category	Highest Immune Level	Immune/Non-Immune Ratio
210356_x_at	UNQ2103	LL:931	CD20	"membrane-spanning 4-domains, subfamily A, member 1"	B Cell	24190	56.26
217418_x_at	UNQ2103	LL:931	CD20	"membrane-spanning 4-domains, subfamily A, member 1"	B Cell	22849	71.4
231418_at	UNQ2103	LL:931	CD20	"membrane-spanning 4-domains, subfamily A, member 1"	B Cell	6731	23.62
228599_at	UNQ2103	LL:931	CD20	"membrane-spanning 4-domains, subfamily A, member 1"	B Cell	5686	20.31
220307_at	UNQ3062	LL:51744	CD244	CD244 natural killer cell receptor 2B4	NK Cell	2079	4.52
204192_at	UNQ2154	LL:951	CD37	CD37 antigen	Multiple	12330	15.13
205692_s_at	UNQ1987	LL:952	CD38	CD38 antigen (p45)	Multiple	11262	9.88
213539_at	UNQ1593	LL:915	CD3D	"CD3D antigen, delta polypeptide (TiT3 complex)"	T Cell	13150	11.43
205456_at	UNQ1121	LL:916	CD3E	"CD3E antigen, epsilon polypeptide (TiT3 complex)"	T Cell	5752	10.96
206804_at	UNQ1594	LL:917	CD3G	"CD3G antigen, gamma polypeptide (TiT3 complex)"	T Cell	3071	55.84
210031_at	UNQ1122	LL:919	CD3Z	"CD3Z antigen, zeta polypeptide (TiT3 complex)"	Lymphocyte	14735	33.49
209835_x_at	UNQ1595	LL:960	CD44	CD44 antigen (homing function and Indian blood group system)	Multiple	8111	3.5
212014_x_at	UNQ1595	LL:960	CD44	CD44 antigen (homing function and Indian blood group system)	Multiple	7306	3.99
204490_s_at	UNQ1595	LL:960	CD44	CD44 antigen (homing function and Indian blood group system)	Multiple	6414	5.11
229221_at	UNQ1595	LL:960	CD44	CD44 antigen (homing function and Indian blood group system)	Multiple	5540	8.79
210916_s_at	UNQ1595	LL:960	CD44	CD44 antigen (homing function and Indian blood group system)	Multiple	3317	4.31
204118_at	UNQ1597	LL:962	CD48	CD48 antigen (B-cell membrane protein)	Multiple	16210	11.58
230489_at	UNQ1599	LL:921	CD5	CD5 antigen (p56-62)	T Cell	3649	8.2
242946_at	UNQ2185	LL:963	CD53	CD53 antigen	Multiple	3545	9.85
205173_x_at	UNQ1458	LL:965	CD58	"CD58 antigen, (lymphocyte function-associated antigen 3)"	Multiple	7215	5.51
211744_s_at	UNQ1458	LL:965	CD58	"CD58 antigen, (lymphocyte function-associated antigen 3)"	Myeloid	6155	8.05
216942_s_at	UNQ1458	LL:965	CD58	"CD58 antigen, (lymphocyte function-associated antigen 3)"	Multiple	5179	9.96
243931_at	UNQ1458	LL:965	CD58	"CD58 antigen, (lymphocyte function-associated antigen 3)"	Multiple	7207	5.26
213958_at	UNQ1124	LL:923	CD6	CD6 antigen	T Cell	6470	9.88
211900_x_at	UNQ1124	LL:923	CD6	CD6 antigen	T Cell	3039	9.8
211893_x_at	UNQ1124	LL:923	CD6	CD6 antigen	T Cell	2586	8.34
209795_at	UNQ2216	LL:969	CD69	"CD69 antigen (p60, early T-cell activation antigen)"	Lymphocyte	5298	8.41
237009_at	UNQ2216	LL:969	CD69	"CD69 antigen (p60, early T-cell activation antigen)"	Lymphocyte	4247	17.33
214049_x_at	UNQ10091	LL:924	CD7	CD7 antigen (p41)	Lymphocyte	2734	16.57
214551_s_at	UNQ10091	LL:924	CD7	CD7 antigen (p41)	Lymphocyte	2436	17.4
241849_at	UNQ7334	LL:972	CD74	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	Multiple	2719	6.47
205049_s_at	UNQ1563	LL:973	CD79A	CD79A antigen (immunoglobulin-associated alpha)	B Cell	7857	12.78
205297_s_at	UNQ1564	LL:974	CD79B	CD79B antigen (immunoglobulin-associated beta)	B Cell	3433	15.97
240232_at	UNQ1125	LL:941	CD80	"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)"	Myeloid	14984	46.83
207176_s_at	UNQ1125	LL:941	CD80	"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)"	Myeloid	2816	4.58
228910_at	UNQ3025	LL:3732	CD82	"kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))"	Multiple	6425	4.79
204440_at	UNQ9364	LL:9308	CD83	"CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)"	Multiple	13832	9.47
230391_at	UNQ9050	LL:8832	CD84	CD84 antigen (leukocyte antigen)	Multiple	16882	9.13
244352_at	UNQ9050	LL:8832	CD84	CD84 antigen (leukocyte antigen)	Multiple	3484	8.3
205988_at	UNQ9050	LL:8832	CD84	CD84 antigen (leukocyte antigen)	Multiple	3121	5.62
210895_s_at	UNQ1127	LL:942	CD86	"CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)"	Myeloid	10972	18.92
205686_s_at	UNQ1127	LL:942	CD86	"CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)"	Dendritic Cell	5054	21.97
205685_at	UNQ1127	LL:942	CD86	"CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)"	Myeloid	4237	13.67
205758_at	UNQ1601	LL:925	CD8A	"CD8 antigen, alpha polypeptide (p32)"	T Cell	9984	13.96
207979_s_at	UNQ1565	LL:926	CD8B1	"CD8 antigen, beta polypeptide 1 (p37)"	T Cell	7579	22.97
215332_s_at	UNQ1565	LL:926	CD8B1	"CD8 antigen, beta polypeptide 1 (p37)"	T Cell	2434	32.45
206761_at	UNQ1361	LL:10225	CD96	CD96 antigen	Lymphocyte	2236	14.91
202910_s_at	UNQ931	LL:976	CD97	CD97 antigen	Multiple	6875	5.75
205627_at	UNQ13681	LL:978	CDA	cytidine deaminase	Neutrophil	4086	6.87
210559_s_at	UNQ2651	LL:983	CDC2	"cell division cycle 2, G1 to S and G2 to M"	T Cell	2902	5.98
203214_x_at	UNQ2651	LL:983	CDC2	"cell division cycle 2, G1 to S and G2 to M"	T Cell	2414	6.35
203213_at	UNQ2651	LL:983	CDC2	"cell division cycle 2, G1 to S and G2 to M"	T Cell	2411	6.89
201853_s_at	UNQ3700	LL:994	CDC25B	cell division cycle 25B	Lymphocyte	4401	3.71
208727_s_at	UNQ4913	LL:998	CDC42	"cell division cycle 42 (GTP binding protein, 25kDa)"	Multiple	8733	5.8
209057_x_at	UNQ4222	LL:988	CDC5L	CDC5 cell division cycle 5-like (S. pombe)	Multiple	7595	6.72
223381_at	UNQ9674	LL:83540	CDCA1	cell division cycle associated 1	T Cell	3580	15.91
226661_at	UNQ12716	LL:157313	CDCA2	cell division cycle associated 2	T Cell	3128	4.97
224753_at	UNQ16606	LL:113130	CDCA5	cell division cycle associated 5	T Cell	4072	13.35
233540_s_at	UNQ16594	LL:55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2	Monocyte	6744	5.05
220935_s_at	UNQ16594	LL:55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2	Monocyte	2301	4.56
224851_at	UNQ18757	LL:1021	CDK6	cyclin-dependent kinase 6	Lymphocyte	19872	15.4
224847_at	UNQ18757	LL:1021	CDK6	cyclin-dependent kinase 6	Lymphocyte	19246	10.49
224848_at	UNQ18757	LL:1021	CDK6	cyclin-dependent kinase 6	Lymphocyte	10836	8.6
243000_at	UNQ18757	LL:1021	CDK6	cyclin-dependent kinase 6	Multiple	2821	17.63
235287_at	UNQ18757	LL:1021	CDK6	cyclin-dependent kinase 6	Multiple	2079	20.79
202284_s_at	UNQ2706	LL:1026	CDKN1A	"cyclin-dependent kinase inhibitor 1A (p21, Cip1)"	Myeloid	11590	4.92
210240_s_at	UNQ14192	LL:1032	CDKN2D	"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"	Multiple	2116	5.1
228868_x_at	UNQ16891	LL:81620	CDT1	DNA replication factor	Lymphocyte	3408	5.45
204661_at	UNQ9269	LL:1043	CDW52	CDW52 antigen (CAMPATH-1 antigen)	Multiple	17999	4.76
34210_at	UNQ9269	LL:1043	CDW52	CDW52 antigen (CAMPATH-1 antigen)	Multiple	13174	4.43
219863_at	UNQ16511	LL:51191	CEB1	cyclin-E binding protein 1	Multiple	3917	6.42
219505_at	UNQ4503	LL:51816	CECR1	"cat eye syndrome chromosome region, candidate 1"	Multiple	11702	5.55
231772_x_at	UNQ16984	LL:64946	CENPH	centromere protein H	Lymphocyte	3248	11.01
222876_s_at	UNQ14236	LL:55803	CENTA2	"centaurin, alpha 2"	Myeloid	4029	7.98
205213_at	UNQ14579	LL:9744	CENTB1	"centaurin, beta 1"	Multiple	2996	31.54
212476_at	UNQ17886	LL:23527	CENTB2	"centaurin, beta 2"	Multiple	2529	4.01
34206_at	UNQ17236	LL:116985	CENTD2	"centaurin, delta 2"	Myeloid	2821	3.64
211862_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	10585	8.54
209939_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	10146	3.4
208485_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	10050	9.31
211316_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	9783	5.65
210563_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	9301	4.21
211317_s_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	7267	11.53
239629_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	6137	4.09
209508_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	6101	6.39
210564_x_at	UNQ4900	LL:8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Multiple	5115	6.77
217197_x_at	UNQ21033	LL:90634	CG018	hypothetical gene CG018	Dendritic Cell	2834	3.75
233970_s_at	UNQ16862	LL:51605	CGI-09	CGI-09 protein	Lymphocyte	2835	4.65
222768_s_at	UNQ16862	LL:51605	CGI-09	CGI-09 protein	Multiple	2191	7.07
228234_at	UNQ24242	LL:51014	CGI-109	CGI-109 protein	Myeloid	3616	4.55
230014_at	UNQ16769	LL:51646	CGI-127	yippee protein	Multiple	3780	10.65
223397_s_at	UNQ22520	LL:51388	CGI-37	comparative gene identification transcript 37	Multiple	2659	6.65
204759_at	UNQ14111	LL:1102	CHC1L	chromosome condensation 1-like	Multiple	4263	5.92
238075_at	UNQ5011	LL:1111	CHEK1	CHK1 checkpoint homolog (S. pombe)	Lymphocyte	2559	4.74
209395_at	UNQ1667	LL:1116	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	Myeloid	8442	4.24
218566_s_at	UNQ17505	LL:26973	CHORDC1	"cysteine and histidine-rich domain (CHORD)-containing, zinc binding protein 1"	Multiple	2380	3.58
210943_s_at	UNQ14107	LL:1130	CHS1	Chediak-Higashi syndrome 1	Multiple	4708	5.17
203518_at	UNQ14107	LL:1130	CHS1	Chediak-Higashi syndrome 1	Multiple	3899	8.12
226372_at	UNQ2948	LL:50515	CHST11		Multiple	7886	5.82
226368_at	UNQ2948	LL:50515	CHST11		Multiple	5117	7.75
222786_at	UNQ500	LL:55501	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12	NK Cell	3417	3.84
218927_s_at	UNQ500	LL:55501	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12	Lymphocyte	2862	7.53
203921_at	UNQ7480	LL:9435	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2	Multiple	3881	6.41
206756_at	UNQ11511	LL:56548	CHST7	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	Dendritic Cell	3065	5.19
242625_at	UNQ11375	LL:91543	cig5	viperin	Myeloid	23555	11.06
213797_at	UNQ11375	LL:91543	cig5	viperin	Multiple	8098	10.45
223961_s_at	UNQ5695	LL:1154	CISH	cytokine inducible SH2-containing protein	Lymphocyte	11519	6.09
221223_x_at	UNQ5695	LL:1154	CISH	cytokine inducible SH2-containing protein	Lymphocyte	5944	4.13
200998_s_at	UNQ2352	LL:10970	CKAP4	cytoskeleton-associated protein 4	Multiple	4916	3.78
223451_s_at	UNQ410	LL:51192	CKLF	chemokine-like factor	Multiple	9243	5.31
219161_s_at	UNQ410	LL:51192	CKLF	chemokine-like factor	Multiple	8022	10.49
221058_s_at	UNQ410	LL:51192	CKLF	chemokine-like factor	Myeloid	3595	7.9
229967_at	UNQ16168	LL:146225	CKLFSF2	chemokine-like factor super family 2	Neutrophil	41610	53.01
234562_x_at	UNQ8283	LL:152189	CKLFSF8	chemokine-like factor super family 8	Multiple	2065	9.83
204170_s_at	UNQ9971	LL:1164	CKS2	CDC28 protein kinase regulatory subunit 2	Lymphocyte	3179	4.24
206207_at	UNQ16207	LL:1178	CLC	Charcot-Leyden crystal protein	Neutrophil	12736	26.53
221698_s_at	UNQ589	LL:64581	CLECSF12	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12"	Myeloid	6210	7.96
206682_at	UNQ9278	LL:10462	CLECSF13	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 13 (macrophage-derived)"	Dendritic Cell	5982	16.62
209732_at	UNQ4451	LL:9976	CLECSF2	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 2 (activation-induced)"	Multiple	11767	6.26
219890_at	UNQ2951	LL:23601	CLECSF5	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 5"	Monocyte	9607	32.57
219947_at	UNQ11726	LL:50856	CLECSF6	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6"	Myeloid	4151	13.84
221724_s_at	UNQ11726	LL:50856	CLECSF6	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6"	Myeloid	3912	14.76
222934_s_at	UNQ218	LL:26253	CLECSF9	"C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 9"	Myeloid	24606	18.5
213415_at	UNQ14606	LL:1193	CLIC2	chloride intracellular channel 2	Dendritic Cell	4912	8.47
219529_at	UNQ16824	LL:9022	CLIC3	chloride intracellular channel 3	NK Cell	4405	3.72
214196_s_at	UNQ267	LL:1200	CLN2	"ceroid-lipofuscinosis, neuronal 2, late infantile (Jansky-Bielschowsky disease)"	Multiple	2268	3.75
223912_s_at	UNQ11909	LL:2055	CLN8	"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"	Myeloid	4250	4.45
222874_s_at	UNQ11909	LL:2055	CLN8	"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"	Myeloid	3365	4.88
209933_s_at	UNQ5043	LL:11314	CMRF-35H	leukocyte membrane antigen	Multiple	7047	15.84
217078_s_at	UNQ5043	LL:11314	CMRF-35H	leukocyte membrane antigen	Multiple	2009	40.18
228314_at	UNQ5965	LL:84230	CNAP-1	hypothetical protein AD158	Multiple	4452	4.3
223431_at	UNQ17330	LL:55330	CNO	cappuccino	Multiple	4707	4.13
223219_s_at	UNQ17921	LL:25904	CNOT10	"CCR4-NOT transcription complex, subunit 10"	Dendritic Cell	4685	5.82
226153_s_at	UNQ19329	LL:246175	CNOT6L	"CCR4-NOT transcription complex, subunit 6-like"	Multiple	14686	4.66
223465_at	UNQ16567	LL:10087	COL4A3BP	"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"	Myeloid	3905	6.73
234950_s_at	UNQ7241	LL:64326	COP1	constitutive photomorphogenic protein	Myeloid	8152	3.93
208961_s_at	UNQ15817	LL:1316	COPEB	core promoter element binding protein	B Cell	15219	6.93
208960_s_at	UNQ15817	LL:1316	COPEB	core promoter element binding protein	B Cell	12959	10.58
209083_at	UNQ15118	LL:11151	CORO1A	"coronin, actin binding protein, 1A"	Multiple	11936	13.8
221676_s_at	UNQ11445	LL:23603	CORO1C	"coronin, actin binding protein, 1C"	Myeloid	8806	5.06
224583_at	UNQ16648	LL:23406	COTL1	coactosin-like 1 (Dictyostelium)	Multiple	17726	5.36
221059_s_at	UNQ16648	LL:23406	COTL1	coactosin-like 1 (Dictyostelium)	Multiple	10026	7.89
235019_at	UNQ1115	LL:1368	CPM		Myeloid	8456	4.56
227189_at	UNQ17701	LL:57699	CPNE5	copine V	B Cell	12562	4.22
204172_at	UNQ14045	LL:1371	CPO	"coproporphyrinogen oxidase (coproporphyria, harderoporphyria)"	T Cell	4583	9.75
202697_at	UNQ16875	LL:11051	CPSF5	"cleavage and polyadenylation specific factor 5, 25 kDa"	Lymphocyte	2658	3.41
208146_s_at	UNQ197	LL:54504	CPVL	"carboxypeptidase, vitellogenic-like"	Myeloid	4945	3.51
244313_at	UNQ1617	LL:1379	CR1L	complement component (3b/4b) receptor 1-like	Multiple	8457	14.84
229228_at	UNQ13817	LL:9586	CREB5		Myeloid	3763	5.7
232555_at	UNQ13817	LL:9586	CREB5		Neutrophil	3470	3.92
201200_at	UNQ727	LL:8804	CREG	cellular repressor of E1A-stimulated genes	Myeloid	13149	3.42
208303_s_at	UNQ9225	LL:64109	CRLF2	cytokine receptor-like factor 2	Dendritic Cell	2662	20.48
205474_at	UNQ5930	LL:51379	CRLF3	cytokine receptor-like factor 3	Multiple	4466	5.51
242706_s_at	UNQ5194	LL:9439	CRSP3	"cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa"	Lymphocyte	2566	4.42
206914_at	UNQ12179	LL:56253	CRTAM	class-I MHC-restricted T cell associated molecule	Multiple	2622	14.57
209716_at	UNQ81	LL:1435	CSF1	colony stimulating factor 1 (macrophage)	Multiple	7902	8.59
203104_at	UNQ1434	LL:1436	CSF1R	"colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog"	Myeloid	8811	7.94
210229_s_at	UNQ956	LL:1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	Multiple	5397	59.97
207085_x_at	UNQ60	LL:1438	CSF2RA	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"	Myeloid	6802	59.15
211286_x_at	UNQ60	LL:1438	CSF2RA	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"	Myeloid	4780	34.14
210340_s_at	UNQ60	LL:1438	CSF2RA	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"	Myeloid	3959	43.99
205159_at	UNQ1159	LL:1439	CSF2RB	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"	Multiple	13247	17.55
203591_s_at	UNQ1484	LL:1441	CSF3R	colony stimulating factor 3 receptor (granulocyte)	Myeloid	10132	17.62
202329_at	UNQ5618	LL:1445	CSK	c-src tyrosine kinase	Multiple	3440	3.7
231920_s_at	UNQ17103	LL:53944	CSNK1G1	"casein kinase 1, gamma 1"	Multiple	2135	5.27
221731_x_at	UNQ1316	LL:1462	CSPG2	chondroitin sulfate proteoglycan 2 (versican)	Monocyte	20751	5.8
204620_s_at	UNQ1316	LL:1462	CSPG2	chondroitin sulfate proteoglycan 2 (versican)	Monocyte	16352	5.74
211571_s_at	UNQ1316	LL:1462	CSPG2	chondroitin sulfate proteoglycan 2 (versican)	Monocyte	10933	14.48
215646_s_at	UNQ1316	LL:1462	CSPG2	chondroitin sulfate proteoglycan 2 (versican)	Monocyte	10016	16.69
204619_s_at	UNQ1316	LL:1462	CSPG2	chondroitin sulfate proteoglycan 2 (versican)	Monocyte	4208	9.15
210140_at	UNQ605	LL:8530	CST7	cystatin F (leukocystatin)	Multiple	9747	15.72
204971_at	UNQ15809	LL:1475	CSTA	cystatin A (stefin A)	Myeloid	10445	6.76
218924_s_at	UNQ1164	LL:1486	CTBS	"chitobiase, di-N-acetyl-"	Neutrophil	4071	5.86
218923_at	UNQ1164	LL:1486	CTBS	"chitobiase, di-N-acetyl-"	Neutrophil	2054	4.24
224595_at	UNQ4472	LL:23446	CTL1	choline transporter-like protein 1	Multiple	8205	6.26
236341_at	UNQ1155	LL:1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	T Cell	8343	38.8
234362_s_at	UNQ1155	LL:1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	T Cell	6660	7.4
231794_at	UNQ1155	LL:1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	T Cell	2701	4.12
221331_x_at	UNQ1155	LL:1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	T Cell	2384	4.77
213274_s_at	UNQ1579	LL:1508	CTSB	cathepsin B	Myeloid	9847	4.64
225646_at	UNQ1580	LL:1075	CTSC	cathepsin C	Multiple	20069	7.6
200766_at	UNQ255	LL:1509	CTSD	cathepsin D (lysosomal aspartyl protease)	Monocyte	7654	3.49
202087_s_at	UNQ1584	LL:1514	CTSL	cathepsin L	Monocyte	17722	5.01
202902_s_at	UNQ1111	LL:1520	CTSS	cathepsin S	Multiple	19807	5.84
202901_x_at	UNQ1111	LL:1520	CTSS	cathepsin S	Multiple	2796	4.82
214450_at	UNQ780	LL:1521	CTSW	cathepsin W (lymphopain)	Lymphocyte	9055	18.67
210042_s_at	UNQ7649	LL:1522	CTSZ	cathepsin Z	Myeloid	3507	3.58
202156_s_at	UNQ4277	LL:10659	CUGBP2	"CUG triplet repeat, RNA binding protein 2"	Multiple	2340	3.8
234151_at	UNQ4277	LL:10659	CUGBP2	"CUG triplet repeat, RNA binding protein 2"	Multiple	4177	10.99
240665_at	UNQ4277	LL:10659	CUGBP2	"CUG triplet repeat, RNA binding protein 2"	Multiple	3299	4.12
231109_at	UNQ4277	LL:10659	CUGBP2	"CUG triplet repeat, RNA binding protein 2"	Multiple	2438	9.56
207614_s_at	UNQ24947	LL:8454	CUL1	cullin 1	Multiple	3517	4.04
205898_at	UNQ2399	LL:1524	CX3CR1	chemokine (C-X3-C motif) receptor 1	Multiple	16661	18.51
204470_at	UNQ1424	LL:2919	CXCL1	"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"	Monocyte	22175	17.46
204533_at	UNQ815	LL:3627	CXCL10	chemokine (C-X-C motif) ligand 10	Multiple	10999	10.48
211122_s_at	UNQ5932	LL:6373	CXCL11	chemokine (C-X-C motif) ligand 11	Dendritic Cell	5019	23.9
210163_at	UNQ5932	LL:6373	CXCL11	chemokine (C-X-C motif) ligand 11	Multiple	2349	12.05
207850_at	UNQ63	LL:2921	CXCL3	chemokine (C-X-C motif) ligand 3	Monocyte	15044	23.32
215101_s_at	UNQ818	LL:6374	CXCL5	chemokine (C-X-C motif) ligand 5	Monocyte	16159	269.32
214974_x_at	UNQ818	LL:6374	CXCL5	chemokine (C-X-C motif) ligand 5	Monocyte	12588	33.57
203915_at	UNQ820	LL:4283	CXCL9	chemokine (C-X-C motif) ligand 9	Multiple	5072	3.95
211919_s_at	UNQ1975	LL:7852	CXCR4	chemokine (C-X-C motif) receptor 4	Multiple	22223	11.46
217028_at	UNQ1975	LL:7852	CXCR4	chemokine (C-X-C motif) receptor 4	Multiple	20814	10.76
209201_x_at	UNQ1975	LL:7852	CXCR4	chemokine (C-X-C motif) receptor 4	Multiple	19857	10.65
243798_at	UNQ8508	LL:643	CXCR5	"Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)"	B Cell	2987	11.71
211469_s_at	UNQ1974	LL:10663	CXCR6	chemokine (C-X-C motif) receptor 6	T Cell	3436	14.94
206974_at	UNQ1974	LL:10663	CXCR6	chemokine (C-X-C motif) receptor 6	T Cell	3039	9.96
204923_at	UNQ17990	LL:54440	CXorf9	chromosome X open reading frame 9	Multiple	4734	6.11
203028_s_at	UNQ13847	LL:1535	CYBA	"cytochrome b-245, alpha polypeptide"	Multiple	11834	4.95
203923_s_at	UNQ15779	LL:1536	CYBB	"cytochrome b-245, beta polypeptide (chronic granulomatous disease)"	Myeloid	8087	9.24
203922_s_at	UNQ15779	LL:1536	CYBB	"cytochrome b-245, beta polypeptide (chronic granulomatous disease)"	Monocyte	7413	13.12
221903_s_at	UNQ17023	LL:1540	CYLD	cylindromatosis (turban tumor syndrome)	Multiple	3839	8.72
202436_s_at	UNQ14052	LL:1545	CYP1B1	"cytochrome P450, family 1, subfamily B, polypeptide 1"	Myeloid	30476	22.49
202437_s_at	UNQ14052	LL:1545	CYP1B1	"cytochrome P450, family 1, subfamily B, polypeptide 1"	Myeloid	10921	8.7
202435_s_at	UNQ14052	LL:1545	CYP1B1	"cytochrome P450, family 1, subfamily B, polypeptide 1"	Myeloid	9121	19
202434_s_at	UNQ14052	LL:1545	CYP1B1	"cytochrome P450, family 1, subfamily B, polypeptide 1"	Myeloid	2362	59.05
231747_at	UNQ9508	LL:10800	CYSLTR1	cysteinyl leukotriene receptor 1	Multiple	4231	4.81
230866_at	UNQ9508	LL:10800	CYSLTR1	cysteinyl leukotriene receptor 1	Multiple	2419	4.65
243395_at	UNQ1470	LL:1604	DAF	"decay accelerating factor for complement (CD55, Cromer blood group system)"	Multiple	9077	4.17
222858_s_at	UNQ7877	LL:27071	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides	Myeloid	24549	24.55
222859_s_at	UNQ7877	LL:27071	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides	Myeloid	12638	23.85
219290_x_at	UNQ7877	LL:27071	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides	Multiple	3162	7.91
244413_at	UNQ16320	LL:160365	DCAL1	dendritic cell-associated lectin-1	Multiple	3840	10.97
239529_at	UNQ18122	LL:140947	DCNP1	dendritic cell nuclear protein 1	Dendritic Cell	3505	8.45
